gp_idx,reward_type,final_position,total_time,points,changed_compound
0,mix,14,5761.131286930554,0,True
0,mix,6,5698.356427531774,8,True
0,mix,6,5811.321171367865,8,True
0,mix,5,5699.071830685164,10,True
0,mix,7,5703.945754213066,6,True
0,mix,3,5700.43678935824,15,True
0,mix,6,5750.938994648691,8,True
0,mix,6,5621.161735668381,8,True
0,mix,6,5683.042811758493,8,True
0,mix,3,5611.827236050569,15,True
0,mix,3,5849.766908771861,15,True
0,mix,16,5947.277350238492,0,True
0,mix,12,5807.68189172678,0,True
0,mix,1,5621.4033975738,25,True
0,mix,2,5606.51432163268,18,True
0,mix,10,5699.900208184041,1,True
0,mix,7,5691.372632953421,6,True
0,mix,6,5659.898286921809,8,True
0,mix,10,5795.602734328809,1,True
0,mix,1,5582.66746060753,25,True
0,mix,12,5826.719259748061,0,True
0,mix,1,5603.376880072969,25,True
0,mix,5,5651.597725001822,10,True
0,mix,3,5640.012436245672,15,True
0,mix,13,5834.989958875826,0,True
0,mix,5,5685.659065625049,10,True
0,mix,13,5835.363276141706,0,True
0,mix,12,5723.410768022697,0,True
0,mix,1,5617.642676411727,25,True
0,mix,9,5736.562481710682,2,True
0,mix,4,5643.2437304863215,12,True
0,mix,10,5803.256698883342,1,True
0,mix,9,5941.691423913757,2,True
0,mix,5,5689.885840254401,10,True
0,mix,5,5661.93797380333,10,True
0,mix,4,5668.649162955482,12,True
0,mix,17,5780.583186330723,0,True
0,mix,9,5760.109760419773,2,True
0,mix,5,5773.623124001748,10,True
0,mix,6,5751.29832904432,8,True
0,mix,3,5616.2299947875745,15,True
0,mix,4,5648.646658215822,12,True
0,mix,9,5791.171520322666,2,True
0,mix,4,5656.510769210517,12,True
0,mix,6,5647.467592194745,8,True
0,mix,2,5727.355080638072,18,True
0,mix,4,5646.514284984206,12,True
0,mix,6,5760.272866874859,8,True
0,mix,5,5664.425611778678,10,True
0,mix,7,5707.667813880328,6,True
0,mix,4,5781.027617806977,12,True
0,mix,10,5729.527547733935,1,True
0,mix,8,5667.930961121848,4,True
0,mix,7,5665.877007874949,6,True
0,mix,6,5661.950868402835,8,True
0,mix,3,5766.410962816627,15,True
0,mix,3,5724.319141910503,15,True
0,mix,15,5733.965628037993,0,True
0,mix,15,5825.0607111509225,0,True
0,mix,4,5720.107611841002,12,True
0,mix,12,5753.763198715494,0,True
0,mix,3,5608.34315140821,15,True
0,mix,20,5743.8824106579805,0,True
0,mix,12,5770.470801356312,0,True
0,mix,5,5744.729858764453,10,True
0,mix,7,5693.486600352595,6,True
0,mix,4,5668.377457381197,12,True
0,mix,3,5615.394455485361,15,True
0,mix,3,5646.636173143962,15,True
0,mix,6,5694.304571162257,8,True
0,mix,5,5631.467598181613,10,True
0,mix,8,5782.954392231347,4,True
0,mix,7,5784.8407404704185,6,True
0,mix,18,5752.005718507376,0,True
0,mix,6,5662.142796732519,8,True
0,mix,12,5977.192901922854,0,True
0,mix,7,5665.492847863664,6,True
0,mix,5,5747.007247551803,10,True
0,mix,3,5654.329057190895,15,True
0,mix,1,5657.363318833434,25,True
0,mix,12,5715.403606287736,0,True
0,mix,5,5628.27962917514,10,True
0,mix,5,5644.422006107428,10,True
0,mix,2,5640.474360120806,18,True
0,mix,6,5712.503815570364,8,True
0,mix,1,5595.101172349435,25,True
0,mix,5,5718.109979107765,10,True
0,mix,8,5699.594309232743,4,True
0,mix,6,5655.884472403381,8,True
0,mix,2,5623.797284485346,18,True
0,mix,3,5816.140843989687,15,True
0,mix,10,5685.597092580843,1,True
0,mix,14,5744.717707694612,0,True
0,mix,8,5770.936901669746,4,True
0,mix,10,5809.330419998156,1,True
0,mix,6,5672.52134177451,8,True
0,mix,6,5630.808635662281,8,True
0,mix,3,5661.060118915238,15,True
0,mix,5,5616.493446028523,10,True
0,mix,6,5854.568178093955,8,True
0,mix,16,5803.570664338565,0,True
0,mix,3,5667.073139908791,15,True
0,mix,14,5849.537962036143,0,True
0,mix,8,5700.6652494259815,4,True
0,mix,5,5752.32219248022,10,True
0,mix,7,5868.576513626469,6,True
0,mix,14,5741.523092628557,0,True
0,mix,11,5799.703571028337,0,True
0,mix,4,5643.496039863965,12,True
0,mix,11,5724.764185220075,0,True
0,mix,15,5756.754359043798,0,True
0,mix,12,5811.16784781936,0,True
0,mix,4,5769.841844660531,12,True
0,mix,10,5699.870738497561,1,True
0,mix,12,5856.745958416606,0,True
0,mix,8,5820.741829511232,4,True
0,mix,5,5675.452902129778,10,True
0,mix,1,5628.018351074453,25,True
0,mix,6,5706.573067257848,8,True
0,mix,9,5779.530794749723,2,True
0,mix,16,5752.180072530922,0,True
0,mix,3,5687.58768556653,15,True
0,mix,4,5638.273607038937,12,True
0,mix,3,5661.333717444168,15,True
0,mix,4,5816.13122998006,12,True
0,mix,15,5929.25485786194,0,True
0,mix,4,5608.753738587028,12,True
0,mix,11,5715.765396134411,0,True
0,mix,3,5636.299844119118,15,True
0,mix,13,5925.664109920198,0,True
0,mix,19,5768.687590651686,0,True
0,mix,11,5769.334683215656,0,True
0,mix,7,5743.422914493678,6,True
0,mix,8,5686.208958351388,4,True
0,mix,5,5750.726708926239,10,True
0,mix,11,5715.584998023152,0,True
0,mix,3,5706.658922892278,15,True
0,mix,11,5693.371148357844,0,True
0,mix,3,5738.763762146333,15,True
0,mix,8,5823.689798036686,4,True
0,mix,1,5638.036169161336,25,True
0,mix,2,5818.5248336039085,18,True
0,mix,10,5712.689926146544,1,True
